user_name,user_loc,comment_text
lily, London,Hopefully  he will abdicate and take Camilla with him 
Spocks-dad, London,i think 11 will want to beat Edward VII .
Easterly, Chicago,"Due to Charles age, there is a good chance his reign will serve as a sort of placeholder for William. He wont reign anywhere nearly as long as QE II, and the stress of actually becoming King may take a toll on him, so he is fortunate to have Anne, William, and Edward to lean on."
Caroline, Scotland,William has only recently started to work but this has gone unnoticed by the great British Public.
fishkeeper, Canterbury,He has waited his whole life for this. He isn't going to give it up in six years.
Tshuks, London,The country can't afford to spend another 250 million pounds within 6 years.... his father lived to a hundred.....
LM50, Dublin,"You'll find the UK is a very wealthy country, people can't seem to get that through their heads. 250million is a drop in the Ocean."
fancytail, Penzance,Won't happen .. he will do what his mother did and rule until he dies.
Mark, Wellaway,"The psychic community have him down for 3 years, the only debate is whether he will abdicate or pass over."
Bella DiGris, Worle,"The entire ""psychic community""? I'd be amazed if they could agree on what day of the week it is, never mind how long the King will reign."
Tshuks, London,"Is it true then what Harry said, Royals leaking stories on each other....we need names....."
LM50, Dublin,"Harry doesn't speak in truths, he speaks Meghanese."
anteater, London,It sounds like Harry's truth rather than the real truth.
deepgreenforest, gurabaii,6 years? Really? Like in Agenda 2030 6 years (approximately)? Ok then. 
pay-gann, Saltaire,What qualifies you to make assessments about his health or length of service?
Dianaismyqueen, London,"He was tired from wearing crown, his fingers are all swollen and Camillas head was shaking. They are too old and weak for service obviously."
johns-girl, Bristol,Everyone is entitled to an opinion.
blaise_o_trail, Dublin,"This was one of those Phil Space pieces, frankly. The king is on the record as abdication sceptic, noting that it dilutes the mystique of monarchy."
lily, London,If he imagines there is any mystique left to the monarchy he has mental health issues.
Angela, London,"Jenni, when your face is in repose you look tired. Its all down-to old age. Everything about our faces droops as we get older"
Easterly, Chicago,"I think Anne and William will be tremendous assets to Charles. Even though he has had a lifetime to prepare for the role of being King, it still has to be quite a responsibility to take on in his mid-70s following a stellar reign by his mother. QE II is going to be a tough act to follow. I hope the Sussexes do not interfere, but they will. Harry does Meghans bidding. They made the late Queens last years incredibly difficult and will do the same to Charles. William will deal with the Sussexes when he is King."
Irish Spirit, Sydney,Well said!
johns-girl, Bristol,The Sussexes are rapidly becoming irrelevant. I hope they have a happy life with their kids in their massive house.
lakefront, Toronto,"if he has his parents longevity genes , he will be around for 20 years.  Accept It !"
MELLOW, BRIGHTON,"Jenny, have you lost your marbles? That's the most ridiculous statement I've heard since someone nominated Putin for the Nobel peace prize."
Smythe-William, Stopperton,How on earth would she know!?
onewise, oldville,didnt you know she knows everything about everyone including you and me and everyone
Old Lucy, Stoke on Trent,She's aD>M journo they know everything about nothing.
clareleach, london,"He will not abdicate. Yes, he looks tired and weary but within 3 years he has lost his father,  his mother and has a strained difficult relationship with his youngest son who has thrown grenade after grenade at him and the RF. Charles would love to give William and Katherine more time raising their young children without the deeper responsibility of king and queen."
Smart lady, Maidstone,You are so right
toeker, flint,"He waited too long to simply give it up, I think he will die as king. And rightly so if he chooses."
Old Lucy, Stoke on Trent,I hope he has a funeral plan in place because we sure as hell can't afford another royal circus.
Estel, Oxford,If he stops taking the Valium he would be better.
Trefusis86, Norwich,Totally disagree I think he will be king until his death. 
martyfirthoffifth, Liverpool,"Think you may be right. Kings and Queens of yesteryear didn't live beyond their early to mid 80s, and didn't do the travelling and endless meetings and formal occasions of today. It's like my wife's frail parents who are in their mid 80s doing all these things, it's absolutely unthinkable "
Children5, London,King Charles won't abdicate.
Fennynelly, Shropshire,It's the only time I've seen him looking weary from press papers...he's allowed to be serious when undertaking his vows.
Spocks-dad, London,"Not really a fan of Charles and Camilla , down to William and Kate to keep main public interest in the RF ."
HALCYON DAZE, FOD,Ditto
Sam Prop, manchester,"Can we leave them alone for a while?
Don't forget, he has recently lost his mother, and that pain is no different for him than it is for anyone else.
He has made king, I bet the preparation for that was exhausting,  every detail pondered over at length.
IM not the biggest royalist in the country,  not by a long way,  however, give the bloke a chance before saying he is about to abdicate.
Carmilla, is his wife,  Again, Im not her biggest fan, and she makes him a better more rounded person.  Lets give them some time to get their heads together. "
TheCarrotParrot, East Cowes Isle of Wight,A sensible comment.
Irish Spirit, Sydney,Well said.
Rachael-Humphrey, Northamptonshire,"I believe he will serve everyone until his final day like our late Queen did. He hasn't waited all these years, broken history as the longest waiting heir to the throne in the UK to then hand over the duty to The Prince Of Wales before his time is complete. He has stated he has lots of matters he wishes to tend to while he has his position, and I believe he will do his best and you can't ask any one to do more than their best."
Alcatraz1, Tampa,Thats ridiculous
Brittunculus, Pandæmonium,"Never having to work a day in your life, being permanently on holiday, and waited on hand and foot, must be terribly wearisome. Poor chap."
Annie, Dorset,"The King looking tired is no doubt due to all the revelations that will now come out. Harry has been proved right in that it was other members of the royal family who leaked stories about him and his wife to the press, no doubt to detract the bigger stories about them! William in particular, and his extramarital activities. Look up Simon Charles Durante-Day. It cannot be hidden any longer!"
Haglet, Cheltenham,So you believe Dorante - Day? There was also a chap who claimed to be the son of  Princess Margaret. Fantasists both. As for believing anything that comes out of PHs mouth - only the gullible would believe a word that he says.
Irish Spirit, Sydney,Durante-Day! L o L !
agt, Geneva,I don't think he will abdicate unless Camilla dies before him.
WhatInTheWorld2020, Surrey,Camilla always has a vacant expression.
Jock J, Happy Valley,Bet you have too to a lot of people
clareleach, london,She appears tired and weary just like him but there has been a lot of upheaval in the RF over the last 3 years
Aine 24, Kildare,Surely People wouldn't be happy to have taxpayers paying for another coronation if he abdicated?
Spocks-dad, London,"Camilla gets tired quickly also , puffing like a good one getting off a helicopter a while back ."
Gaia Zance, Northumberland,"What a mean article about The King. Most people, whatever their age, would have found his last 8 months very stressful and tiring. He's done incredibly well. I thought he looked suitable solemn and moved by the solemnity of the coronation on Saturday. He has just promised to serve the country and the people fir the rest of his life. Perhaps the writer should spend more time artfully arranging her huge scarves that she always covers her torso up with in photos."
Bryan, West Texas,I give Jenni Murrary six weeks before she's fired from this DM columnist job.
ajh11867, Bristol,Who cares doesn't affect anyone lives in the UK whom ever is King or Queen. Unless you work for them or are in conversations with them on a daily basis.
Honey, Manchester,Yeah thanks to horrid Henry 
Flumoxed, Waterford,"He will never abdicate. He may have William carry more of the load. May even make him Regent, though I doubt it, unless due to health. He will never abdicate"
Samantha, England,"I believe this to be common knowledge,  not an ah ha moment  - 5 years and he will gracefully bow out - William,  younger and with it will take over"
Evidence, Barnsley,At least his pen didn't leak.
Incle, Devizes,It wasn't 'his' pen that leaked.
Evidence, Barnsley,Their pen?
Corrigenda, St Albans,He will follow his mother who after the Edward VIII fiasco vowed never to stand down. That issue may not be seen as so serious to us today but it most certainly still is in the RF.
Tilly2, Gloucester,Oh so you think he could get through the last few months and look good ..he lost his mother but immediately he's into the role of king ..not to say that in the weeks leading up to the coronation h3 was doing duties and rehearsals ...hopefully he'll go on til the age his mother did ...
Tosh09, South West,"The King has had weeks of planning for the Coronation and endless rehearsals, meeting and entertaining heads of State, also continuing his many other duties, I think most people would look weary let alone a person of 74. He has also continued after the Coronation to carry out his duties"
Bethanywine, Cambridge,Where is she? Mission accomplished?
Maggie, Adelaide,Six years is generous.
JuleR, Worcester,"What a thoroughly unkind and unnecessary critique of the Coronation. I thought that Charles looked solemn and emotional, and if he was tired - maybe the enormity of the occasion kept him awake the night before. Im sure the fact that he had only become King due to the death of his beloved mother was also on his mind, understandably so. Leave him alone. "
madison86, new york,I actually disagree. He is the most famous king in the whole world. It's very difficult to give that up. I wouldn't :)
Madmax1001, WeWillHaveNoTroubleHere,Not a once in a lifetime event then. Looking forward to another 100 million of taxpayers hard earned being gifted to them for a family get together.
Corrigenda, St Albans,Do stop getting confused between estimates of attributable expense and real cost.
The funny man, Belfast,6 years is way too long.
Judistar, Countess,Trouble is I dont think William wants the job so he will stick at being kjng for as long as he can.
Stevo, Chester,Another expert on the Royal Family.
Britchick, Rennes,"He looked emotional and solemn,as the occasion demanded. Hes full of enthusiasm and vigor. This article is nonsense."
Willyoumarryme, Edinburgh,King Charles had a very different childhood to Queen Elizabeth.  The future queen had her mother by her all the time and enjoyed a delightful and safe childhood.  King Charles barely saw his mother; he was sent to live 500 miles away from his family and he was bullied horribly there.  Those things impact you for life.
WhatInTheWorld2020, Surrey,I often wonder how different he would be if he had been allowed to go to Eton. He must hold a lot of resentment.
Haglet, Cheltenham,@Bethanywine - do explain re: playing him lime a violin.
Glo38, West Midlands ,"Everyone ages differently, some 40 year olds are not as fit and active as some 70year olds,it was an emotional and solemn coronation for King Charles and he must have been thinking about the late Queen."
MJB20, Staffordshire ,Leave him alone 
Wake up UK, UK,"He is the King of the country and it's people, once British people fought and died for who should be our king   or as in two world wars for us to even have a king. Their job, role and purpose is incredibly important in diplomatic situations and bringing business ie work and wealth to the nation. On certain major national issues our Prime Minister will consult most weeks with our monarch explaining their intentions to the nation ie the monarch acts as a safeguard and represents us the people. I expect you are the 'feely, feely, feely' type and don't like nasty words being said to you - well this is a job that requires an extremely high level of  scrutiny in all aspects of Charle's life and like his mother requires a very tough 'backbone' !!"
johns-girl, Bristol,"I think France is richer than Britain now. They don't have a king, you don't need a royal family to bring in wealth. And that was a horrible ad hominem attack to a three word statement. By the way, in this context it's ""its"" not ""it's""."
Nancy62, Torbay,"I think he will carry on. He knows what it was like to effectively lose his mother to the monarchy, and he won't do that to his grandchildren. I agree he looks weary. The last 6 months have been a steep learning curve for him, and the unpleasantness with the Sussexes must be bewildering and deeply upsetting for him."
SydneyHarbourBridge, Sydney,"In youthful enthusiasm QE11 pledged her life of service.  Big mistake.  Now Charles III and his wife are in the unenviable position of working unfairly hard when they should be in retirement.  If he lost Camilla I fear he would disintegrate.  His coronation demeanour looked humble, and Camilla looked overwhelmed.  Abdication after a couple of years in favour of his delightful son would be sensible and understandable."
helenireland, kilkenny,I agree. I think Charles will give it a few years before handing over to William. That would also allow William's children to get a little bit more grown-up before their Mum and Dad become King and Queen.
Irish Spirit, Sydney,I thoroughly agree. My first impression of Charles at the Coronation and through it portrayed him as being very humble..
Slf84-and countig, London,"I think William will be a great help to Charles and shoulder some of burden, but I think Charles will continue as long as possible to give William time with his family and time to mature. Charles has much experience and his manner with people makes him popular! "
Drummer girl me, Stoke newington,William needs to get rid of that Diana clone before hes king
CommonSense6992, Cambridge,"What an awful, unkind thing to say."
pendragon25, Christchurch,"He's still grieving the loss of his mother and it was a hectic weekend, but he looked full of life on Sunday night."
Ron, Leeds,Possibly he has seen the future when the Monarchy falls into line with the European ones.
BeauWisk, Barnsley,"The King looked serious, as is required at such a momentous occasion. He has had to cope with the loss of his mother and taking on the role of monarch along with the terrible way that Harry and his wife are behaving. "
Rupell, Oxford,He always looks tired and irritated. The Queen never did
Kayer1941, Gods Country,"WOKE ISSUES DO MATTER to the Briti public. They are top of the List. WOKE control  the civil service and other Government  Departments,  they are behind  the boat people being allowed in, the Global Economic Forum Reset,  the energy crisis,  the cost of living, zero climate change/global warming, Overseas Aid and all the other Rediculous ideas that the Government follows!"
Getoffmycloud, Rathole,He had to wait too long this moment plus the world has moved on re all this mumbo jumbo tradition.
Getridofidiots, Somewhere,"They are not going to retire early, theyve just got started, Charles understands the role. Dont compare them to yourself jenni, retirement isnt an option for them"
Pumori73, Perth,"@Getrid ...NEITHER IS IT an option FOR MILLIONS, retirees and pensioners who have had to return to WORK - REAL WORK, REAL HOURS...."
Eleanor_Rigby, Liverpool,Completely disagree. This was a huge day in the King's life - of course he looked anxious and worn. He is committed to his role for the rest of his life.
nbr, yarm,After we have wasted 100 million on this farce he had better have an unelected tenure of longer than that.
Debsy1957, Durham,"I don't think he looked weary. Emotional and pensive, maybe, given the ceremony and weight of responsibility that lay ahead of him. Undoubtedly, William's role will increase as the King gets older but he has pledged a life of duty. I just don't see him giving up after six years. "
mollymo36, Manchester,"Please dont hand it to Waitey and Rose's fella, I cant stand any of them, but those two are the worse, sly dogs. "
Tony, Wrexham,So the tax payer will have to fork out again in a few years time?  That old money tree just keeps on growing....
Yves1234, Lancashire ,"It was the biggest day of his life, watched by millions. I think I would look exhausted too, he probably didn't sleep much due to the pressure of the day. "
Mijoed, London,"We wish him good health and a long life but, compared to Queen Elizabeth at 74, he is certainly showing his years."
salad cream, HORSHAM,It's a shame that Anne didn't confront the demonstrators herself - now that could have been SERIOUSLY entertaining. I think she's brilliant.
ANASTASIA, Adelaide,"He would scale back his duties, Delegate to other members of the family he would never abdicate. They don't do that , for goodness sake we know that."
Lippy Stick, London,"I support the system of Constitutional Monarchy in the UK, not because it's perfect, but because the alternative would not seem to offer any real advantages and some distinct disadvantages. However, I am concerned that Charles is not as liked as his mother nor his son and that the approval rating of the Monarchy will go down the longer his is King. I doubt he would ever abdicate but I sincerely hope that he will sense that would probably be a wise and popular move."
MysteryMike, Salisbury,"People who say the coronation was a ""once in a lifetime event"" obviously aren't aware how old he is and that we'll likely be doing this all again in 10-20 years."
Irish Spirit, Sydney,It's a once in a lifetime event for me at my age...
IndigenousBritish, Near you,"Agreed, he may want the title but he has no interest in the role.  He's a shadow of his mother, "
Manuka100, Leeds,It is his destiny. Why would he abdicate? He looked solemn because he recognised the importance of his Coronation and his pledge to serve. Leave him alone.
NinaZG, London,"They obvuously didn't sleep well the night before because of the nerves, it's understandable. I think they both looked marvelous."
Janet, Oxford,Anyone having to go through the ordeal of the coronation would be pretty tired at the end of it.
forestina, Bournemouth,Please can the royal stories end now.
Pumori73, Perth,@forestina - why ? The Daily Coburg AND THE experts WILL BE OUT OF jobs and bored stiff ......
West midland, West Midlands,For twenty years we speculation the Queen would abdicate and hand over to Charles that never happened either
Anthi, Allerton,"To be fair I thought Camilla looked quite frail these past couple of weeks. She has missed quite a few engagements. Charles will be heartbroken if anything happened to her, could he continue his role alone? I really don't think so."
Stella Estella , Out there somewhere,"Much as I enjoyed the day I said all day he looked like a tired, bewildered old man because in truth that's what he is at 74 no getting away from it. 5 years would be good then onto William."
nippysweetie, Tir Asleen,"No he won't. He looks that way because he's gutted about the Harry situation, not because he's ""tired""."
pangiec, Norwich,No. The carriage arrived 6 minutes early at the Abbey. The Cambridges were not late!
worlddweller12, London,He blamed them regardless
Pumori73, Perth,"@panglec -  SO, Chuck mumbling and irate while waiting for the Diva & Billy was talking to himself...there were no plants around! He was clearly heard to say "" never on time""......"
John Thomas, Newport,I give him less than that before he's run the Monarchy into the ground
moongirl, Yorkshire,"I agree he looks weary but I don't think he'll ever abdicate. If anything happened to Camilla I think he would disintegrate so not sure what would happen then. The Queen was a very strong woman, as was her mother. Princess Anne has the same quality. I think Queen Elizabeth was extraordinary as was her reign and dedication - I don't think our monarchy will be the same again tbh."
cjma, London,Agree
Daysview, South Hampshire,Very emotional  it not even a year since dear mother passed
Lance Jones, Neath,Suggesting the King will abdicate shows how little they know about our new King.
Englishcitizen, Derventio,Unfortunately he is too woke for most people.
oops up side my head, Elementary,"I think it's a shame the queen didn't abdicate so she was there to watch Charles become king.. she was the only thing missing from the coronation..
I hope he abdicates when the time is right so he can watch William become king."
Bastion Fort, London, He looked pretty lively to me before and after the event. I think you'll find he was just being solemn.
Irish Spirit, Sydney,And humble....
Meneer, nowhere,"To be honest, I don't think he can handle the pressure, because he is too frail, and too old to start this new job. Before becoming the king, he always had his mother's backup, now he must do it by himself, and he is a very short-tempered person, nothing like his mother."
NeeNee07, Yorkshire,"I don't think he will ever abdicate, but we will see William and Catherine doing more and more."
Mr Carlsen, Oslo,I give him six months.
Mrs R, Sheffield,"They are a couple in their 70s and are allowed to look tired. I hope his duties can be spaced out so they can have what we call an occasional "" nothing day"".  Doubt he will abdicate, unless some unexpected health problem arises."
PITT RIVERS, BOTTOM DRAWER,"He has just taken an Oath to serve all his days. That is what he has pledged, done and wanted. To do or suggest otherwise demeans him and the Crown."
Declaro Nullus, London,"Not the first time Fred has knelt before God and taken an Oath. How Gladys, secreted in the congregation that day, 21st July, 1981 in St Paul's Cathedral must have been chuckling. Shame on them both."
Kate, York,Great...then we have to pay for this pantomime all over again.
romft, wells,I think he will go within two years.
Full of life, Derby,"All the plans, discussions, decisions have been at the forefront of his mind for a long time, I'm not surprised it's all taken its toll but .... I think it's very unfair to comment on his looking worn out. Wouldn't any of us be like that under similar circumstances? Give the man some breathing space ...."
The Countess, London,"Rumour has it, he will remain on the throne for 10 years, health permitting and then hand over to William. I for one, think there is a tremendous sense of pride in seeing your heir crowned. I wish her late Majesty had at some stage stepped down and been there to see her son take up the mantle."
indie5018, Sunderland,It's only a matter of time when the nation will get rd of the Royal Family as we cannot afford them because the tax payer picks up the bill on everything.  Before you all jump on the Band Wagon that they bring in millions they don't pay any tax or in his case no inheritance tax from his late mums estate.  This man is worth 26 Billion so why did the tax payer foot the bill for his coronation?
man_bowler, Nottingham,Not long now before the next coronation.
sciencenerdthesecond, london,"Her calculation... new gov in 2024. Tories try to scorched Earth new gov, which they hope is thrown out in 2029. Tory gov then decides to have a bit of a do with a new King and persuades Chuck to go back to chatting to trees. "
Registry, Cambridge,"The King will not ""hand over"" the crown. That is not done in the UK. Edward VIII was forced to abdicate, Charles III will not be doing that. "
Sapientia Ianua, Brisbane,"Nonsense! Of course they look weary, have you been living up a peak in the Himalayas and thus unaware of the year or so they've had? Harry and Meghan, the death of Prince Philip, Harry and Meghan, the death of the Queen, Harry and Meghan, the preparations for the Coronation, Harry and Meghan and the actual Coronation .Charles has a heritage and a destiny to fulfil, plus he intends to steer the 21st Century Monarch to a safe harbour. Give him a break for God's sake!"
Paolo from Italy, Near Venice,"Yes, hand the power to a President, rather."
BeauWisk, Barnsley,"Never. Who wants a president when we have the monarchy. You only have to look at Biden, Trump to realise we dont want that. "
katie, Birmingham,"President Biden, Trump, Macron, Johnson, Truss? No thanks. "
Shonie, Cheshire,A lot of damage can be done in six years. 
Lolli-Poppy, a small town in,"I love Jenni's tribute to Anne, The Princess Royal. She really inherited the best of both parents.....Nevertheles, I wish KCIII and QC strength and good health."
maggot, Brighton,Jenni's tribute to Anne is not anything different to what most of us think of Anne.  Jenni definitely needs to retire as she has nothing of interest to say anymore.  She may be feeling tired and achy at her age but she has carried too much timber for most of her life.  Both Charles and Camilla have maintained a healthy and fit lifestyle for the whole of their lives so it is supposition to think that they suffer like Jenni.
Auntie Royal, Oxford,"He looked miserable, tired and wishing he wasn't there."
Generally right, Lincolnshire,We can but hope.
spinningaround36, London,Still grieving!
Whittington, Portsmouth,It was a very emotional day anyone young or old would feel the stress. The King has waited a long time for this and I'm sure wanted everything to be perfect.  William and Kate were not late the King was early.  A few days off and he will be fine.
JohnPaulGeorgeRingo, Strawberry Fields,"I don't think he will make it much past his mid 80's, so the opportunity to take early retirement will probably not happen! He doesn't appear to be anywhere near as fit and healthy as either his mother or grandmother."
Hiker136, Hucknall Nottingham,He'd be handing a chalice poisoned with wokery to a son already infected.
lucy.oxonian, oxford,HE WOULD NEVER abdicate.
Hambe Kahle, Cape Town,I don't think he looked weary at all. Emotional maybe. He lost his mother to gain becoming king. He was going through what the queen went through many years ago. Perhaps it was a poignant and meaningful ceremony for him.
Sincere Brit, Marbella,He must have been strong and brave at some stage your only to look at all those medals 
Selegne, Aberdeen,Rubbish
Skylark26, Ashford,"You have a point, but the Wueen did it and they do have an army of staff taking care of every little detail, organising all the transport, clothing required, food etc etcits not like they are hopping on and off buses.  But good luck to them."
katriona1, edinburgh,Really - there are far too many people giving their two penneth these days  He will rung a schedule as he sees fit as they Queen did as she became older.
newsuser, doesitmatter,No chance
Reet and Col, Liverpool,"He looked overwhelmed by the day, he looked absolutely fine by the time of the concert. It was Camilla who looked frail compared to when I've seen her previously."
Damien at Home, Monserrat,"You are absolutely wrong, he wants to give William a chance to raise his children for as long as possible and I know this because I have spoken with staff of the King. Maybe do some research. "
eski_adam, London,He won't abdicate but the Prince and Princess of Wales will increasingly take on bigger role and eventually William will be deputising for him. 
Grym Sdijk, Amsterdam,So the recent once in a lifetime Coronation will turn out to be a twice in a lifetime experience or even a thrice in a lifetime experience.
de661e, Chichester,That would depend on how old you are
Grym Sdijk, Amsterdam,How perspicacious of you.
Had Enough 55, The solar system,"No he wont he will carry on stoically until or if he reaches his 90s and then he will do the same as his mother did and then William will help out more. Williams children will then be old enough to take more responsibility. I do think that Edwards children we will start seeing more of as they get older, Im not too sure about Beatrice and Eugenie. "
Grym Sdijk, Amsterdam,They will all have proper jobs by then.
Red Emerald, England,Hand back the crown to the people. No place for an unelected head of state in modern society.
dvata69, kent,Part time king who hasnt got it right so far
Sweeper, Chislehurst,Garbage.
taiwan, Kaohsiung,probably less if he was smart
Pond Girl, Scotland,Let's hope so
Ladyofletters, Helsinki,He looked 20 years older than he really is. Very sad.
von56, derbys,He is old he is bound to look exhausted all the world's eyes upon him constant pressure to follow in the queen's footsteps I think I would look tired ! and I'm not 73
Urbanfox, Nottingham,"It's a monarchy, it's a job for life."
EasyTiger01, London,"If you know your history, youll know that our monarchs generally dont abdicate and the only recent example is Edward VIII. Only three other monarchs have abdicated: Richard II, Mary Queen of Scots, James VII of Scotland (who was also James II of England). Its what sets our monarchy apart from the rest of the worlds monarchies - and why its the most respected as our monarchs treat the position as an honour and an opportunity for public service. And Charles will want William and Kate to have as much of a normal family life as they can, so I fully expect him to go through to death."
Grym Sdijk, Amsterdam,The forgot Charles 1 who abdicated with extreme prejudice.
johns-girl, Bristol,I think King Constantin II of Scotland abdicated way back in the 940s. He became a monk
leedsa64, Leeds,"Really, he has such a pampered and privileged lifestyle what can he be weary of"
Trad Tory, Edinburgh,"The King and Queen were up past midnight, rehearsing again in the Abbey, after returning from hosting world leaders. I would posit that it is unlikely they would be deprived of their sleep on a regular basis."
Wishilivedelsewhere, Utopia,How can Jenny make a comment about the cost of living crisis although she has been affected by it?
Pyramid-ant, London,"It was exhausting watching the coronation, King Charles actually had to be there. It was a long day. Anyone would get tired. Like the Queen, he is committed to serve the nation as king until he dies.  "
mignon, paignton,More like 10yrs i think.
speaknotruth, Botswana,Months not years.
LongmeadMan, Epsom,Hopefully.
anro75, uk,He is 74yo and had a massively tiring weekend! 3 days! What exactly would you expect?
Johnstonw, London,Maybe we could abolish the monarchy and have a elected head of state. This is like a bad comedy
ladymarmalade, Faversham,Maybe you could look into the figures & realise how much more than the Monarchy that would cost.
Johnstonw, London,Maybe you could mind your own business. My post was not  asking for someone to chime in.
J J00, oxford,By then we will elect a committee to replace this nonsense
Callmemadam, Cannock,I can't help thinking the crowns looks faintly ridiculous.
JonnieDubai777, Munich,Even to live 6 years more doesnt look promising
DiscreetCivilisation, Birmingham,He looks fine.
SCRNSHOT, Somewhere,"He looked exhausted at his coronation and event the night before or not, he should have got some rest ahead of time. Even the official photos do him no favours."
MissyBelle, Durham,I thinks he'll wait until William and his children are ready to take the reins before he steps down.
Dmac53, Johnson City,"It was a very serious and religious ceremony. I think Camilla was a little nervous. Plus, I heard she hurt her back before the coronation and was in a lot of pain. Both of them in public appearances are very animated and seem very happy."
Yvonne Todd, Southend,"Maybe, as another step in changing the Royal family, there could be a sort of joint/job share arrangement later on, so he can share the burden and William can be eased in, but still have a bit more time for his family?"
Vernonina, Somewhere splendid,"I agree, he looks worn out before hes even started. I do not think he is physically up to the job and being tetchy is not very regal."
FISH706, Lincolnshire,"I think he may pass it for no other reason  than at this time we need a younger King, not that Charles is out of touch but that younger generations have so little regard for the elderly never mind an elderly King"
Nellie14, Outernowear,Ive been saying it all along when people said oh its a once in a lifetime event that youll see and I disagree definitely see William be crowned. Charles looks shattered and like he doesnt wanna really do it. I feel hes done it cause hes waited so long and wanted his crowning moment.
TheSagePhilosopher, Andromeda,I agree. I highly doubt he will be King for   very long. I give it 5-10 years tops before he pulls a Edward and leaves it to William. 
dinkie1993, Solihull,"In the last few years his father has died and last year his beloved mother.   Add to that the nonsense and hurt he has received from Harry plus the long ceremonial day and evening of his Coronation and just ask yourself, wouldn't you look worn out?"
Mira21, Berlin,The Queen should have resigned at 85 to ensure a successful reign for King Charles and to protect the monarchy. King Charles seems energised and happier since he came King.
NorthernProfessional, Preston,Hard life....don't think so.....extraordinary wealth and privilege at every turn....the pay off is they have to turn up everywhere and travel the world shaking hands until they die...that's the deal for an accident of birth
Lola250589, Nowhere,"Hes waited 74 years for this no way he is giving it to william, also dog features wouldnt allow it."
Med7773, London,I'd give it 5 years
The Fermi Paradox, The Universe,"In terms of staying the course, there's still all to play for. On one hand he's looking weary and worn out yet on the other he's waited to be king for all his life he may hold on to the crown until the bitter end or until he can go no further."
Alamo Vyann, Suffragette City,"I don't think the King would abdicate unless there was a really compelling reason he could not perform his duties.  King Charles apparently wants his children and grandchildren to enjoy family life as long as possible.  (An opportunity denied him and his parents by George VI's untimely death).  If  Charles became incapacitated, there is precedent for William to become Prince Regent. "
ArrogantCat, Manchester,And then we have to pay for this whole farce all over again!
Kikidoo, Dubai,"I'm sure I read in this paper that he planned to start handing things over in 10 years time. Personally hope it's sooner, though"
Happy memories, Somewhere,Ridiculous comment.  Charles was clearly very moved by the ceremony.
Kiev1910, nowhere,Go away luv there's a good Doris
Unknown, The Milky Way,The late Queen managed well into her 90's
Full of life, Derby,Not many hit their 90s in as good a shape as the Queen was.
johns-girl, Bristol,Not a Royalist but I always had respect for the Queen. She comported herself with dignity. I can't really say the same for Charles. Getting angry about a pen
Dellboy, Bourne,He's a year younger than me. I'm giving him 5 years.
Bizzibody, Manchester,"Please get your facts right, as I've repeatedly requested. The Prince and Princess of Wales were NOT late arriving at the Abbey. It was the King who arrived early, as expertly explained by the commentator on whichever channel I was watching. The procession had been paced out at so many steps per minute in rehearsal, but when it came to the actual one, they walked slightly faster, so in fact the King got there too EARLY. I agree that he looked tired, but he did through the whole ceremony. At one point I honestly thought he was going to fall asleep."
unicornangel, Warwickshire,I definitely don't think many 70 year olds could do that 
Platothesecond, Cambridge,"Agree with the author,   ' We should be congratulating the police on ensuring that the biggest ceremony seen in Britain for 70 years passed without mishap''.  At last our police allowed to remove rubbish from the streets !"
Gingercat2007, London,Agree.
HappeningRightNow, NearHere,"It's hardly a difficult job when literally everything is done for them. They just have to show up,smile and shake hands. I do like the royal family but there's no denying that it's a life with huge privileges."
johns-girl, Bristol,Won't he have to have a meeting with the prime minister every week?
Teresa1066, Cape Town,"I watched the whole thing. He did not look even remotely ""spaced out"" at any point. "
Suzie, Durban,"Jenni Miurray is just stating good old common sense. One has to move at a different pace as one ages because one's body is not the same. Nothing wrong with that, except public expectation. King Charles will simply have to hand over the more physically demanding roles to Prince William & Princess Catherine, and still keep the crown as he is supposed to, and still predominate at affairs of State."
Antelope_67, London,"Seeing all the pomp and glitter of his coronation, it would've been amazing if the late Queen actually abdicated and seen it all herself.   I hope this is something the King took to heart and would actually want to witness for himself.   "
Jane ROBERTS, Oxford,"Abdication has never been an option, not after Edward VIII."
Naomi, Ireland,"I agree with Jenni, I thought they both looked exhausted. Surely they could take a  ""honeymoon"" and chill out in Sandringham or Balmoral for a couple of weeks and recharge the batteries? That schedule of theirs would be hectic for a young person, let alone a pair of septuagenarians. Take a break, your majesties, you've earned it."
Jinine Carla, Brisbane,I've always said he would be transitional king 7 years tops. He won't want the monarchy to suffer and William wait like he did. Catherine and William are the most popular royals so it would be a major positive move. Of course H needs removing from line of succession first . 
RUStupid, NoneOfUrBiz,"He looked tired and weary that day. Hes not young. He will hopefully pace himself. And in my own very humble opinion, whats wrong with that?"
STRAWBERRY WASP, Dyslexic Daily Mail reader,"When watching the coronation on the TV me and my partner said he would do ten years maximum.  We both said the same, they both looked exhausted as you say. And this is just the start."
jamesyallenby, London,The King will never abdicate. If he becomes physically or mentally unable to carry on Prince William would become Prince Regent but not King until his father passes on.
SueC12, Bishop Auckland,It was a long day and it was a huge thing for him. He takes the responsibility very seriously. It's not a game to him. Also it would have brought back memories of his mother. You could see that when he took the oath.
here2findsomethinh, Anywhere ,"He's the most pampered person in the UK, why does he look so aged and weary."
